date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,HBM,0.1263658352930029,0.1263658352930029,0.8736341647069971,0.8736341647069971,0.2527316705860059,0.2527316705860059
