date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,AJRD,0.004418814025970505,0.004418814025970505,0.9955811859740294,0.9955811859740294,0.008837628051941104,0.008837628051941104
