date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,NEWR,-0.0001753492102905127,0.0001753492102905127,1.0001753492102905,0.9998246507897095,0.0,0.0003506984205809971
