date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,GAB,0.022765607008056566,0.022765607008056566,0.9772343929919435,0.9772343929919435,0.04553121401611304,0.04553121401611304
