date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,TKR,0.09694644947505954,0.09694644947505954,0.9030535505249404,0.9030535505249404,0.19389289895011919,0.19389289895011919
