date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,SEAS,0.08336839882183068,0.08336839882183068,0.9166316011781693,0.9166316011781693,0.16673679764366134,0.16673679764366134
