date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,WDR,0.0120239063249428,0.0120239063249428,0.9879760936750572,0.9879760936750572,0.0240478126498857,0.0240478126498857
2021-03-15,200 days,A,WD,0.10217425719299934,0.10217425719299934,0.8978257428070007,0.8978257428070007,0.20434851438599866,0.20434851438599866
