date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,KO,-0.005900768289260535,0.005900768289260535,1.0059007682892604,0.9940992317107394,0.0,0.011801536578521121
