date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,AMG,0.0692517656903384,0.0692517656903384,0.9307482343096616,0.9307482343096616,0.13850353138067684,0.13850353138067684
