date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,KMX,0.06628509271338558,0.06628509271338558,0.9337149072866144,0.9337149072866144,0.13257018542677113,0.13257018542677113
