date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,WWE,0.031150173656514537,0.031150173656514537,0.9688498263434855,0.9688498263434855,0.062300347313029025,0.062300347313029025
