date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,BBY,0.046175151516854356,0.046175151516854356,0.9538248484831456,0.9538248484831456,0.09235030303370872,0.09235030303370872
