date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,SM,0.013802382445272769,0.013802382445272769,0.9861976175547272,0.9861976175547272,0.02760476489054553,0.02760476489054553
