date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,MDU,0.01782146524797417,0.01782146524797417,0.9821785347520259,0.9821785347520259,0.035642930495948244,0.035642930495948244
