date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,CBRE,0.014700699419147756,0.014700699419147756,0.9852993005808522,0.9852993005808522,0.02940139883829551,0.02940139883829551
