date,datasize,model,symbol,volatility_actual_score,volatility_relative_score,mean_actual_score,mean_relative_score,overall_score,overall_relative_score
2021-03-15,200 days,A,HUBS,0.06742743024074037,0.06742743024074037,0.9325725697592596,0.9325725697592596,0.13485486048148076,0.13485486048148076
